"Task Type","Task ID","Task Custom ID","Task Name","Status","Task Content","Assignee","Priority","Latest Comment","Comment Count","Assigned Comment Count","Due Date","Start Date","Date Created","Date Updated","Date Closed","Date Done","Created By","Space","Folder","List","Subtask ID's","Subtask URL's","tags","Lists","Sprints","Linked Tasks","Linked Docs","Time Logged","Time Logged Rolled Up","Time Estimate","Time Estimate Rolled Up","Time In Status","Points Estimate","Points Estimate Rolled Up","Allocation (drop down)","Browser (drop down)","Browser version (short text)","Capability (list relationship)","Capability (drop down)","Component (drop down)","Component (drop down)","Date (date)","Defect Type (drop down)","Due Date (date)","Environment (drop down)","External ticket ID (short text)","Hierarchy 1 (drop down)","OS (drop down)","Points (drop down)","Primary Feature (tasks)","Progress (manual progress)","Project (drop down)","Qualitative Priority (drop down)","RCA (text)","Related Components Impacted (short text)","Reporter (users)","START DATE (date)","Severity (drop down)","Story Type (drop down)","Target (drop down)","TestCase ID (text)","Type (drop down)","Type (drop down)","Type Of Test Performed (drop down)"
"Feature","86b828dv5","CHP-3819","Shipments Workflow for Sales Orders","in dev process","Summary:
 Introduce a dedicated Shipments flow to support partial and full shipments against Sales Orders, with clear status tracking and linkage across Sales Orders, SO Lines, and Invoices.
Key Behavior:
Shipments are created from the Sales Order, allowing selection of one or more SO Lines (Here, we want to support partial shipments too).
An optional entry from the SO Line should exist, too, but Shipment remains a parent entity.
Capture carrier, tracking number, ship date, INCOTerms, and shipped quantity per line.
Partial Shipments & Status:
Support partial shipped quantities per SO Line.
Shipment status updates roll up to SO Lines and Sales Order (e.g., Ready to Ship, Partially Shipped, Shipped).
“Available to Ship” is derived from allocated/received inventory.
Views:
Shipments tab on Sales Order listing all shipments.
Shipment detail view shows included SO Lines, shipped quantities, allocations/PO refs, costs, and documents.
Invoicing:
Invoices are created from Shipments.
SO-based invoicing may remain for backward compatibility.

Design

 
","[Vinay Bajjuri]","none","",0,0,"","","Wednesday, January 7th 2026, 1:37:01 pm +05:30","Thursday, January 8th 2026, 12:03:32 pm +05:30","","","Om Sreenivasan","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","3218 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b9bytwf","CHP-5598","All Accounts – Search and Ownership Request","in dev process","Design:  

Allow any CRM user to search across all accounts in their region and request ownership of one or more accounts. This enables a self-serve claim workflow without requiring admin intervention.
 
Search
Account Name is the only mandatory search field. All other fields are optional. Andrey handles the BE logic to return matching results. The UI reuses the existing All Accounts layout (tabs, columns, and row pattern) with no design changes.
Filters and Views apply only to the returned search results, not the full account list. If this scoping is not feasible, Filters and Views are removed entirely from this view.
 
Ownership Request Flow
The user selects one or more accounts from the search results and clicks ""Request Ownership."" A modal appears with the following fields:
Assign To (Manager): Required. User manually selects their manager from a dropdown. No automatic identification at this stage.
Description: Optional free-text field. Whatever the user enters here is carried into the task description.
On submission, a single task is created for the entire batch selection. Any mandatory task fields not captured in the modal (e.g., Status) are defaulted automatically (Status defaults to Open). The selected account names are included in the task context.
The assigned manager receives the task, reviews it, and manually navigates to each account to reassign ownership. There is no automated account reassignment at this stage.

The requesting user would get notified when ownership is granted.

","[Vinay Bajjuri, Andrei Kuznetcov]","none","",0,0,"","","Friday, April 10th 2026, 3:45:56 pm +05:30","Friday, April 10th 2026, 4:17:36 pm +05:30","","","Dipak Majhi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","1006 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Story","86b1ka9gb","CHP-442","Optimise api-key validation functionality in downstream services","ready for dev","When connect service makes an api call to the downstream services, we make an API call to fn-identity service to validate the api-key. Optimise this code to cache this information in the service and validate the api-key against the cached information to avoid multiple round trip calls to the identity service.
","[]","none","",0,0,"","","Wednesday, August 7th 2024, 3:54:42 pm +05:30","Wednesday, October 8th 2025, 5:51:02 pm +05:30","","","Srikrishna Aditya","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[backend, mc1]","[Feature Backlog, Story Backlog]","[]","","","","","","","11519 hours",,0,"","","","","","","Backend","","","","","","","","","",0,"","","","","","","","","","","Enabler","",""
"Story","86b3j2yfv","CHP-1392","Update loading of rules from elastic using pointer/cursor to avoid limit 10000","ready for dev","
","[Sergei V.]","none","",0,0,"","","Thursday, January 16th 2025, 9:43:16 pm +05:30","Wednesday, January 29th 2025, 10:18:24 pm +05:30","","","Sergei V.","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[mc1]","[Feature Backlog]","[]","","","","","","","11776 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b41m1ny","CHP-1562","User Management in Admin Console","ready for dev","Objective:
Enable CRM admins to view, filter, and manage users from the Admin Console with a structured list view and a dedicated flow for user creation.
Acceptance Criteria:
	User List View
The Admin Console will display a list view, showing all users with key details such as:
Name
Date Joined - If we don't have this data, we can drop this for the April release
Email Address 
Email confirmation status 
Phone Number
Department / Office
Role & Permissions
Status (Active/Inactive)
Last Active - I will confirm if we want to display the time or date
Users can filter the list based on Permission/Role, Status, and Date Joined (I will confirm if a date filter is needed)
A search bar will allow quick lookups by name, email, or phone number - We can discuss if we want to change the search attributes
Admins can perform bulk actions using checkboxes. We will decide what actions we allow 
Creating a New User
Floating action Button 
Clicking the CTA will reveal available admin actions, including ""Create User"" (other actions we will confirm later)
Create User Form:
The form allows admins to enter user details:
Personal Information: First Name, Last Name, Email, and Phone Number - All of them are (mandatory).
Office Information: Office, Department, Manager - These will be mandatory ( we can confirm in the data model and the existing data) 
Access Control: Role & Permissions (mandatory) - A list of roles, permission, and data groups will be shared in due course
Administrative Settings: Status (Active/Inactive), BINT to IP (optional).
Send Temporary Password - This is not required 
Validations:
Duplicate emails should not be allowed.
Mandatory fields must be filled out before submission.
Show appropriate error messages for missing or incorrect entries.
First Name  
- Required: ""First Name is required.""  
- Max Length: ""First Name cannot exceed 100 characters.""
Last Name  
- Required: ""Last Name is required.""  
- Max Length: ""Last Name cannot exceed 100 characters.""
Email  
- Required: ""Email is required.""  
- Format: ""Enter a valid email address.""  
  (Standard validation: Must include '@' and a domain like '.com', '.net', etc)
Phone Number  
- Required: ""Phone number is required.""  
- Format: ""Enter a valid phone number.""  
Post Creation Flow:
The user receives an email with a temporary password and a prompt to set their password on the first login.
Admin can later modify user details via the Admin Console.

Design (Go to Admin Console)

 



","[Pranab Dutta, Alexey Duduk, Alex Yermakov]","none","@Pranab Dutta ,  @Sandeep T  UI is 95% done. Will finalize during the integration (the rest depends on the contract: roles, offices, filters, etc.). Please let me know when the contract or API itself is ready.     cc:  @Alexey Duduk  ",7,0,"","","Monday, February 24th 2025, 10:41:10 am +05:30","Tuesday, July 22nd 2025, 10:19:55 am +05:30","","","Om Sreenivasan","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[ui]","[Feature Backlog]","[]","","","","","","","8810 hours",,0,"Roadmap","","","[86b3qhuj7]","","","","","","","","","","","","",0,"","","","","","","","","","","Functional","",""
"Feature","86b4ax7gx","CHP-1712","Edit Profile","ready for dev","Objective
Allow users to edit their profile details 
Acceptance Criteria
Profile Photo Upload
Supported formats: .png, .jpg, .jpeg
Validation: Only allow image files with these extensions.
Error message: ""Invalid file format. Please upload a .png, .jpg, or .jpeg file.""
First Name & Last Name
Mandatory fields
Max length: 100 characters
Error Messages
First Name:
Required: ""First Name is required.""
Max Length: ""First Name cannot exceed 100 chxaracters.""
Last Name:
Required: ""Last Name is required.""
Max Length: ""Last Name cannot exceed 100 characters.""
Confirm Editability of Email & Phone Number
Pending confirmation if these fields should be editable.
Optional Information Section
This section allows the user to update their optional profile details and third-party connectors:
Date of Birth: Date picker to select user’s birthdate.
Nationality: Dropdown to select nationality from predefined options.
Languages: Multi-select dropdown allowing the user to add one or more spoken languages.
LinkedIn URL: Free text input for adding a LinkedIn profile link.
Skype: Currently inactive (We can replace with another connector if needed).
Users can make changes and click Save to update their profile, or Cancel to discard edits.

Design
 
","[Alexey Duduk]","none","",0,0,"","","Wednesday, March 19th 2025, 7:15:42 pm +05:30","Tuesday, May 12th 2026, 3:07:25 pm +05:30","","","Om Sreenivasan","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","8305 hours",,0,"Roadmap","","","[86b3qhuj7]","","","","","","","","","","","","",0,"","","","","","","","","","","Functional","",""
"Feature","86b59b5pj","CHP-2212","QE:: [CRM] Automate Accounts - Details & Summary","ready for dev"," 
Summary:
Create UI automated tests for the feature Account details and Summary
 
Acceptance Criteria:
The Automated test cases should be as follows:
Maintain individual feature file for each page/ the flow
Naming convention of features, utilities and tests should be maintained properly
Positive flows should be covered First
Common methods should be maintained properly. They can be easily called from other test files
Test Data should be generated randomly based on the requirement
Use the consistent locators to  avoid. test failures
Think about cleaning up the data if required
 
Design Guidance: 

","[Umamahesh]","none","",0,0,"","","Monday, June 9th 2025, 2:28:22 pm +05:30","Wednesday, July 16th 2025, 10:21:29 pm +05:30","","","Abhinay Sharma","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[qe]","[Feature Backlog]","[]","","","","","","","7823 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b5bx0gw","CHP-2273","Sourcing Plan Enhancement","ready for dev","Current Behavior:
The system automatically creates a sourcing plan based solely on the lowest price.
New Behavior & Enhancements:
Removal of Existing CTAs from the design:
Remove Save, Save as, and Request Concierge Service CTAs from the design.
New Modal for Custom Sourcing Plans:
Introduce a small modal (as per attached design) for saving and selecting sourcing plans.
Options to display:
Lowest Price (Default, auto-selected)
Fewest POs (Mark as ""Coming Soon"")
User-created custom sourcing plans
Saving a Custom Sourcing Plan:
Allow users to save their own custom plans.
Include a text field to name the plan (input validation: name required, max ~50 characters).
Display the custom plans clearly differentiated from the default system-generated plans.
Creating Custom Plans CTA:
Add a clear CTA labeled ""Create Custom Plan"".
On click, open the modal allowing users to input and save their new plan.
""x changes have been made"" behavior:
Persist the indication of unsaved changes (e.g., ""3 changes have been made"").
Once the plan is saved or reverted, clear the indicator.
Request Concierge Service:
Temporarily disable this option.
We will revisit it later.
 



","[Arvind Dhakar]","none","@Om Sreenivasan   @Sandeep T  who is going to work on that feature from backend side?  ",3,0,"","","Monday, June 16th 2025, 11:19:37 am +05:30","Monday, June 23rd 2025, 1:39:24 pm +05:30","","","Om Sreenivasan","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[mc1]","[Feature Backlog]","[]","","","","","","","8158 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","Functional","",""
"Feature","86b64n74q","CHP-2724","QE:: [CRM]: Automate Contact Flows","ready for dev","
","[Umamahesh]","NORMAL","",0,0,"","","Thursday, August 7th 2025, 11:02:09 am +05:30","Thursday, August 7th 2025, 11:04:50 am +05:30","","","Umamahesh","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","","[Feature Backlog]","[]","","","","","","","6915 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6q9m6x","CHP-3051","Offers - Record Offers from Suppliers (Manual entry)","ready for dev","Summary : 
As a purchaser
I want to manually capture offers received through phone, email, or meetings
So that all supplier offers are documented regardless of how they were obtained

Acceptance Criteria:
 Show ""Record an Offer"" button prominently in Offers tab header
 Display form header ""Offers - Record an Offer""
 Include supplier validation section with searchable supplier dropdown
 Show contact information fields: Contact Person name, phone, email, Include core offer details: Part Number, Manufacturer, Offered Quantity, Unit Price, Total Price
 Add timing fields: Lead Time, Date Code, Stock Availability, Offer Expiration Date
 Include packaging details: MOQ, Standard Pack Quantity, Packaging Type
 Add terms section: Payment Terms, Shipping Terms, Warranty Period
 Support document attachments for quotations and specifications
 Set offer status as ""Received"" upon saving
 Update Purchase Request metrics and dashboard cards on the list view 
Update both purchase and sales request with the latest offer status under the offers tab of these entities. 

Design - pending   

","[Alex Yermakov]","none","Recording manual entry design pending.   ",1,0,"","","Tuesday, September 16th 2025, 11:40:31 am +05:30","Thursday, October 30th 2025, 12:01:46 pm +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4898 hours",,0,"","","","[86b6javnz]","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6q9md6","CHP-3056","Offers - Recommend and unrecommend offers","ready for dev","As a Purchasing Agent
I want to mark an offer as recommended
So that the team knows this is the best option

Recommend offer 
RECOMMEND OFFER = Informational signal only
Does NOT trigger approval workflow
Signals to purchase team: ""This is the best offer""
Signals to sales team: ""Can proceed with customer quote""
Loose indicator, can change anytime
Multiple offers can be recommended (though typically one)
Sales can quote based on recommendation alone

Acceptance Criteria:
 ""Recommend"" action available for offers with status ""Received""
 Requires reason selection: 
 Best Price
 Best Lead Time
 Preferred Supplier
 Best Terms
 Only Available Option
 Other (with notes)

 Update Open Offers table: indicate recommended offer
 Update Sourcing Request display: show ""Recommended Offer: [Supplier] - $X""
 Business rule: Only ONE offer can be recommended per sourcing request at a time
 Log activity: ""Offer from [Supplier] recommended - Reason: [X]""
 NO approval workflow triggered - this is informational only
 Signals to: 
 Purchase team: This is the best offer among all options
 Sales team: Can proceed with quote creation to customer
 Offer remains in ""Recommended"" status until further action taken

 US-REC-2: Unrecommend Offer
As a Purchasing Agent
I want to remove recommendation
So that I can select a different offer
Acceptance Criteria:
Click ""Unrecommend"" from action menu
Remove ""Recommended"" status
Remove visual highlighting
Can immediately recommend different offer
No approval required


","[Alex Yermakov]","none","",0,0,"","","Tuesday, September 16th 2025, 11:44:06 am +05:30","Wednesday, November 5th 2025, 12:27:04 pm +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4898 hours",,0,"","","","[86b6javnz]","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6q9mmk","CHP-3060","Sourcing Request - Create Sourcing Request from List View","ready for dev","Summary : 
As a purchaser
I want to create new sourcing request by filling detailed form manually
So that I can initiate sourcing for specific requirements not tied to sales requests
Acceptance Criteria:
 Show ""Create Sourcing Request"" button on main list page from the fab actions menu
 Open ""Create a Sourcing Request"" modal with two options: ""Add line details manually"" and ""Connect Sales Request Line""
 When selecting manual option, show comprehensive form with sections with sourcing request type in this case should be either ""Proactive offer"" or ""Excess"" since the sourcing request is not created from sales request line
 Include General Info, add Request Details: Mfg Part #, Quantity, Price per Unit, Targeted Price, Delivery Date, show specifications: Packaging Type, Lead Time, Date Code Year, RoHS Rating (Full Rating)
 Include Accepted Alternatives section with suggested parts. Allow users to create accepted parts manually or add from the existing system. 
 Add Preferred Suppliers field with supplier accounts. 
 Generate unique sourcing request ID and display confirmation
New sourcing request created with status ""Open"" and appears in main list with appropriate filtering and sorting.

","[Alex Yermakov]","none","",0,0,"","","Tuesday, September 16th 2025, 11:47:56 am +05:30","Thursday, October 30th 2025, 11:54:13 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4898 hours",,0,"","","","[86b6javnz]","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b6zjqkj","CHP-3235","Authorization: Global View control","ready for dev","Overview
Existing roles, permissions, DG - Authorization - Handling Roles, Permissions, and Datagroups (https://app.clickup.com/t/8651091/CHP-1460)
UI permission implementation - Authorization: UI Section permission (https://app.clickup.com/t/8651091/CHP-3211)
The existing roles, permissions, and DG are considered to be the base permissions.
The view is another level of data filtration on top of the base permissions.
The view filter shouldn't be applied to the global search
 
View My Data - My base permission
View by Region - 
Determine the list of regions through DG
Apply the further filter based on the user selection
View a Group - Determine the DGs based on base permissions
Impersonate - 
Design a data model for eligible users & their team to use this feature
The user collection contains the manager's information. It can be useful here
View My Data vs View by Region(all regions)
Architectural Guidance
figma - link
Global View control
The user's choice of view must be saved in the crm_users collection.
The following is the data model snippet. Only one view can be selected at a time.
Let's consider if the default view is required in the crm_user collection through data migration.
""view"": {
    ""default"": true,
    ""regions"": [""DE"", ""US""],
    ""team"":[""team001"", ""team002""]
    ""impersonate"": {
        ""region"": ""US"",
        ""user"": {
            ""id"": """"
        }
    }
}
The [PATCH] /users must be updated to save the view.
View My Data
This is the view based on the user's default permissions. No added data filtration is needed.
 
View by Region
A user is associated with regions that can be derived from the user_roles table. It has region_id.
sd in the chip1-accounts service to cater to the list of regions associated with a user.
Since the region details are empty in the user_roles table, all regions should be displayed in the modal. 
Data filtering shall happen based on the following
The base permission (existing roles, permissions, and DG)
The user selected regions (All entity collections must have region details)
 
View a Group
A team is a new entity introduced in the CRM. The team data model is defined here.
A team has 3 designations: manager, teamlead, salesperson
Each designation corresponds to a specific level, which determines the extent of data visibility.
A manager can see the teamlead, and salesperson data.
A teamlead can see salesperson data.
A salesperson can't see anyone else's data.
An endpoint should be developed in the chip1-accounts service to cater to the list of teams. Team Management (https://app.clickup.com/t/8651091/CHP-3582)
Data filtering shall happen based on the following
Data visibility varies based on the team member's designation level.
The user can't see their own data in this view.
 
Impersonate View 
Impersonation capability in CRM (https://app.clickup.com/t/8651091/CHP-2094)
Need to develop a user impersonation feature in the CRM app. This capability allows authorized users (e.g., admins/leadership) to simulate another user's experience, accessing the app's features and data as if they were the impersonated user. This feature facilitates effective oversight and management of business data on behalf of other users.

Add a flag to the crm_users collection to indicate users with impersonation capability, controlling the visibility of this option (Out of scope now. It will be handled on the UI)
The backend should fetch a list of relevant regions from the crm_users collection based on manager's details. (Out of scope. A user will see all available regions now)
A list of impersonated users shall be derived from the crm_users collection based on the manager details and user selected region. Let's add a region filter to the crm_user entity. [Need API change]
The Impersonation Capability feature is already developed.
Identity service PR
API Hub PR
Follow this thread regarding the link1, link2
 






","[Alexey Duduk, Pranab Dutta, Gundimi Srinidhi]","none","@Om Sreenivasan  could you please add a note regarding ""Impersonate a User"", as we discussed yesterday? Figma shows 2 fields: Region and User. If that's confirmed, please update it so that it requires only User field  ",4,0,"","","Tuesday, October 7th 2025, 11:48:31 am +05:30","Tuesday, December 2nd 2025, 3:04:54 pm +05:30","","","Pranab Dutta","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[backend]","[Feature Backlog]","[]","","","","","","","4239 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","Enabler","",""
"Feature","86b768y74","CHP-3336","Independent Offers - Create an Independent offer list/ offer","ready for dev","Summary 
As a purchasing agent
I want to add a new independent offer list to the system
So that supplier opportunities are captured and tracked
Acceptance Criteria:
""Add an Independent Offer"" button opens creation modal from the page FAB actions meny
Section 1 - General Information:
Offer ID: Auto-generated, display only
Supplier & Contact fields: 
Supplier name (required)
Contact person name
Contact email
Contact phone
Section 2 - Parts:
Table to enter multiple part lines (individual offers within the list)
Columns: Line#, Manufacturer, MPN, Quantity, Unit Price, Total (calculated), Date Code, Package, Specifications
""Add another part"" option to add rows
Can delete individual rows
Minimum 1 part required
Section 3 - Additional Details:
Validity/expiration date
Currency
Payment terms
Shipping terms
Internal notes
Tags
Additional steps 
Cancel discards changes (with confirmation if data entered)
Save creates offer list with status ""Open""
New offer list appears in list immediately
Created timestamp and user recorded

Design Guidance : 
 

","[Alex Yermakov]","none","",0,0,"","","Wednesday, October 22nd 2025, 11:34:44 am +05:30","Thursday, November 20th 2025, 11:34:22 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4395 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b768y7v","CHP-3337","Independent offers - List view ","ready for dev","As a Purchasing agent
I want to view and navigate all independent offers
So that I can quickly identify offers needing attention and access their details
Acceptance Criteria:
Status Overview:
Display status summary cards showing offer counts by status
Cards visible in screens: All, Independent Offers, Offers, Awaiting Review/Purchase, Recommended, Approved, PO Created, Declined, Archived
Clicking a status card filters the list to that status
Two View Modes:
""Independent Offers - Lists"" view (complete offer level)
""Independent Offers - Offers"" view (individual part line level)
User can switch between these views
Lists View Columns:
Offer ID
Supplier name
MPN
Quantity
Unit Price
Total Amount
Status
Last Updated date
Offers View Columns:
Line reference
Offer ID
Manufacturer
MPN
Quantity
Unit Price
Total Amount
Availability status
Filtering and Search:
Filter panel available with options for Status, Supplier, MPN, Manufacturer, dates, amounts
Search functionality across Offer ID, Supplier, MPN
Clear filters option
List Actions:
Click any offer ID to open offer details page
Access to create new offer from the FAB actions 
Quick actions menu per row

","[Alex Yermakov]","none","",0,0,"","","Wednesday, October 22nd 2025, 11:35:18 am +05:30","Thursday, November 27th 2025, 6:01:41 pm +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4395 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b768y8z","CHP-3338","Independent offers - View Offer List Details","ready for dev","As a purchasing agent
I want to view complete details of an independent offer list
So that I can verify the details of the offers list 
Acceptance Criteria:
Access:
Click offer list ID from list view to open details
Details display in dedicated view
Header Information:
Offer List ID
Current status badge
Supplier name and contact info
Created date and user
Last updated date and user
Tab Navigation: Visible tabs in screens:
Offer Lists (default) - shows the bundle/complete offer view
Offers - shows individual offers view
Documents
Notes
Status
Related
Activity
Offer Lists Tab:
General Info accordion: Supplier details, currency, payment terms, shipping terms, dates
Offer Details accordion: Total quantity, total amount, validity date, number of parts
Parts table: All parts in this offer list with full details
Tags section
Offers Tab:
Alternative view organised by individual offers
Each offer shows complete part information
Allows individual offer-centric view
Additional Sections:
Documents specific to this offer (if any)
Notes specific to this offer (if any)
Activity log for this offer list
Related entities (if this specific offer list or some of it was converted)

Actions Menu:
Edit Offer List
Update Status
all other approval workflow that we already defined for offers in the offers table (That will remain the same)


","[Alex Yermakov]","none","",0,0,"","","Wednesday, October 22nd 2025, 11:36:00 am +05:30","Thursday, November 20th 2025, 11:35:04 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4395 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b768yd4","CHP-3339","Independent offers - View individual offer details ","ready for dev","As a purchasing agent
I want to view complete details of an individual offer
So that I can evaluate specific parts and their details
Acceptance Criteria:
Access:
Click individual offer from the Offers view to open details
Details display in dedicated view
Header Information:
Offer Line ID/Reference
Parent Offer List ID (with link)
Current status badge
Supplier name
Created date and user
Last updated date and user
Offer Information:
Manufacturer
MPN
Quantity
Unit Price
Total Amount
Date Code
Package type
Specifications
Availability status
Additional Sections:
Documents specific to this offer (if any)
Notes specific to this offer (if any)
Activity log for this offer
Link to parent Offer List
Related entities (if this specific offer was converted)
Actions Menu:
Edit this Offer
View Parent Offer List


","[Alex Yermakov]","none","",0,0,"","","Wednesday, October 22nd 2025, 11:37:33 am +05:30","Thursday, November 20th 2025, 11:35:16 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4395 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b768ydg","CHP-3340","Independent offers - edit offers list","ready for dev","As a purchasing agent
I want to update offer list information
So that I can maintain accurate data as details change
Acceptance Criteria:
Can modify supplier and contact information
Can update offer details (manufacturer, MPN, quantities, prices, specifications)
Can add new offers to the list
Can remove parts from the list (must keep at least 1)
Can update validity dates, payment terms, shipping terms
Changes are saved with timestamp and user
Cannot modify Offer List ID or created date

Design guidance : 
 

","[Alex Yermakov]","none","",0,0,"","","Wednesday, October 22nd 2025, 11:38:03 am +05:30","Thursday, November 20th 2025, 11:35:27 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4395 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b78zy22","CHP-3387","Offers - Create Purchase order from an approved offer","ready for dev","User story : 
As a Buying agent
I want to create a purchase order from an approved offer (from sourcing request)
So that I can formalise the purchase with the supplier
Scenario: 
Sales request driven procurement
Sales request received → Sourcing request created → Offers submitted by suppliers → Offer approved → PO auto-created
Acceptance Criteria:
Given I have an approved offer from a sourcing request
When the offer is approved
Then a new PO is automatically created with pre-populated information from the offer
And the PO is linked to the originating sales request
And the PO status is set to ""Open""
And PO lines are created from the offer line items
And unique PO ID is auto-generated (format: US25PO-XXXXX)

Design guidance : 
 
","[Alex Yermakov]","none","",0,0,"","","Wednesday, October 29th 2025, 11:50:51 am +05:30","Thursday, November 20th 2025, 11:39:24 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4754 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b78zyk3","CHP-3390","Purchase order - View Purchase Order Details ","ready for dev","Summary : 
As a Purchasing agent
I want to view complete purchase order details with all lines
So that I can understand the full scope of the order

Acceptance Criteria:
Given I select a PO from the list view
PO Overview:
 Display PO header: ID, order date, supplier PO#, parts count, total costs, amount due
 Show status summary with progress indicators: Shipped, Arrived, Tested, Received
 Display supplier information: Account name, primary contact, location
 Show active contact with phone/email (clickable)
Supplier & Contact Management:
 View and edit primary contact from dropdown
 Add new contacts to supplier account
 Update account owner and salesperson
 Save/cancel changes with validation
Shipping Information:
 Select delivery warehouse from dropdown (auto-fills address)
 Edit address fields: street, city, state, zip
 Specify INCO terms and ship via method
 Set earliest ship date with ""ship together"" option
 Editable only before PO is shipped
Costs & Invoicing:
 View line-item cost breakdown (part costs subtotal)
 Add freight costs and miscellaneous costs
 Auto-calculate total invoice: Part + Freight + Misc costs
 Display billing contact, address, payment terms, tax rate
 Edit billing information and payment terms
References & Tags:
 Display internal IDs (Chip1 SO ID) and external IDs (Supplier PO ID)

Design Guidance : 
 

","[Phani Yedidi]","none","",0,0,"","","Wednesday, October 29th 2025, 11:56:13 am +05:30","Thursday, November 20th 2025, 11:48:09 am +05:30","","","Phani Yedidi","Chip1","Feature and Story Backlogs","Feature Backlog","[]","[]","[purchasing]","[Feature Backlog]","[]","","","","","","","4394 hours",,0,"","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",""
"Feature","86b248b5k","CHP-670","Handling CRM Part Alternative data","needs grooming","Chip1 has shared a list of alternative parts that must be loaded in the Mongodb. Refer to the attached files.
","[Srinivas Sanka, Habib sheikh]","NORMAL","@Alexey Duduk  Platform will add data to same part alternatives, on UI along with showing alternatives from silicon based level, we should show parts from chip1 source. Will notify when data is loaded. cc:  @Srinivas Sanka    @Pranab Dutta  ",2,0,"","","Wednesday, September 11th 2024, 3:30:47 pm +05:30","Wednesday, January 29th 2025, 10:18:41 pm +05:30","","","Pranab Dutta","Chip1","Feature and Story Backlogs","Feature Backlog","[86b3e2pku]","[https://app.clickup.com/t/86b3e2pku]","[backend, mc1]","[Feature Backlog]","[]","","","","","","","11498 hours",5,8,"Roadmap","","","[86b0qx5yf]","","","","","","","","","","","","[86b3br8zd]",0,"","","","","","","","","","","Functional","",""
