Section,Category,Item_Description,Status_Value,Owner,Links
Artefacts,Artefacts,Note,"The sanity tests to check will be selected based on the release Feature / Flow Validation Details Stage&Prod Remarks Create Account Validated that account can be created from CRM The tabs are accessible for this account yes Create BOM (CRM -> XCRM) Validated BOM creation in CRM Confirmed BOM visibility and details in xCRM - Verified BOM synchronisation and details in the new CRM. yes Create RFQ ( CRM -> XCRM) Validated RFQ creation in CRM Confirmed RFQ visibility and details in xCRM - Verified RFQ synchronisation and details in CRM. yes Upload BOM (CRM) Validated BOM upload from CRM Validated BOM details visibility in MC1 and xCRM Validated data consistency across CRM, MC1, and xCRM yes Page Navigations Validated navigation across key modules Validated page load and access behaviour yes Deep Links (Accounts, RFQs, Quotes, Orders) Validated deep link navigation for Accounts Validated deep link navigation for RFQs Validated deep link navigation for Quotes Validated deep link navigation for Orders yes Edit Project Validated project edit functionality Validated data persistence after updates or partial edits yes Projects – Price Refresh Validated visibility of price details fetched from OEM Secrets, IC source, and xCRM yes Global Search Validated global search functionality Validated module-level search results for each entity yes Filters Validated filter functionality across all modules yes Sorting of Tables Validated sorting functionality across list views yes Download & Upload Templates (BOM/Excess) Validated template download2. Validated template upload after data entry yes Concierge Service Validated concierge service workflow yes Microdashboard Counts Validated micro-dashboard counts for each card under available entities yes Share Project ( from CRM) Validated project sharing to MC1 and related scenarios yes Create Contact (CRM) Validated contact creation at different levels from CRM Validated sync between CRM ↔ xCRM yes Invite Contact (CRM) Validated contact invitation from CRM Validated sync between CRM ↔ xCRM yes Create Task Validated task creation, edit, and related scenarios yes FAB Icons (All Entities) Validated FAB icon visibility across all entities yes FAB Actions (Note / Activity / Task) Validated Note, Activity, and Task actions from FAB icon across applicable entities yes Light Mode / Dark Mode Validated user experience in both light and dark modes yes Saved Views Validated saved views functionality yes Trips and Visits Create and edit a trip and a visit yes Account permissions Old account owner shouldn't be able to access the account after assigning a new account owner. yes",,
Artefacts,Artefacts,## PURCHASING SANITY TESTS," Feature/Flow Stage Production Remarks Create RFQ in MC1, check in xcrm and new   CRM Yes Verify RFQ creation, data sync between systems Create Sourcing Request from RFQ Yes Check SR links to RFQ correctly, all fields populated Add Offers to Sourcing Request Yes Verify multiple offers can be added, supplier info captured",,
Artefacts,Artefacts,Update SR Status,"Offers Requested Yes Check status transitions, visibility to purchasing team",,
Artefacts,Artefacts,Update SR Status,Receiving Offers Yes Verify status updates as offers come in,,
Artefacts,Artefacts,Update SR Status,"Offers Gathered Yes Check final status, target price achievement indicator Create Quote from specific Offer Yes Verify Quote-Offer connection, price carries over Create Quote with multiple lines   (different prices/quantities) Yes Test multiple quote line creation, customer can select one Create Sales Order from Quote Yes Verify SO carries SR and Offer references Create Sales Order without SR (direct   quote) Yes Test SO creation for direct quotes, add SR later Create Sales Order from Market Offers (no   SR) Yes Verify market offer quote functionality Admin approval of Sales Order Yes Check approval checkboxes, workflow triggers Update SR Status to Request for Purchase   from SO Yes Verify status change triggers purchasing workflow Create Purchase Order from Offer (not   from SR) Yes",,
Artefacts,Artefacts,Critical,"PO must be created from OFFER with supplier info Auto-create Stock entry when PO created Yes Stock status should be ordered, linked to PO Auto-create PO line allocation to Stock Yes Verify allocation established automatically Auto-create SO line allocation to Stock Yes",,
Artefacts,Artefacts,Verify all three connections,"PO-Stock-SO Create Receiving Lines with multiple date   codes Yes Test receiving batch 1 (500 units), batch 2 (500 units) separately Create Receiving Lines with lot codes Yes Verify lot code capture for QC tracking",,
Artefacts,Artefacts,QC Status Flow,"Arrived > QC Started   > Tested > Received Yes Check all status transitions, QC report creation QC Pass/Fail status in Receiving Line Yes Verify test results affect allocation and shipping Split Allocations when received qty   differs from ordered Yes Test 1000 ordered, 700+300 received, allocation splits Split Stock Line when receiving in   batches Yes Verify stock line splits with different date codes Update SO Allocations after split Yes Check allocation info includes receiving line ID, date code Allocate existing warehouse Stock   directly to SO Yes Test direct allocation for in-stock items (skip PO)",,
Artefacts,Artefacts,SO status,Ready to Ship (when stock   allocated) Yes Verify SO jumps to Ready to Ship status Combine multiple RFQs into single   Sourcing Request Yes Test combining 3 RFQs (500+500+500) for economies of scale Purchasing decides allocation when   supplier has shortage Yes,,
Artefacts,Artefacts,Test,"1500 ordered, supplier has 500, purchasing allocates Create partial Shipping Line Yes Test shipping 700 units, hold 300 pending Create full Shipping Line when all   quantity received Yes Test complete shipment after all batches received",,
Artefacts,Artefacts,SO Status,"Partial Shipped Yes Verify status shows partial fulfillment Auto-create Invoice when Shipping Line   created Yes Check invoice amount, prepayment deduction Multiple Invoices for same SO (one per   shipment) Yes Test invoice creation for partial and final shipments Re-QC for Stock older than 1 year Yes Flag old stock, create new QC report, array of reports Gross Profit calculation with landing   cost Yes",,
Artefacts,Artefacts,Verify margin calc,sales price - landed cost Switch offer if original not available at   PO creation Yes,,
Artefacts,Artefacts,Test,"preferred offer unavailable, select alternative",,
Artefacts,Artefacts,Page Navigation,"RFQ > SR > Quote   > SO > PO Yes Test navigation between entities Deep links for RFQ, Sourcing Request,   Quote, Sales Order, Purchase Order Yes Verify deep links work correctly Global Search for Purchasing entities Yes Test search RFQ, SR, Quote, SO, PO Filters on Purchasing lists (RFQ, SR,   Quote, SO, PO) Yes Test filtering by status, customer, date range Sorting of Purchasing tables Yes Test sort by date, amount, status, supplier Page Search within Purchasing pages Yes Test find within page (Ctrl+F equivalent) Download PO and Sourcing Request details Yes Test export to PDF/Excel Upload documents to Receiving Line (QC   reports, images) Yes Test document upload and attachment Image sequencing for QC Report PDF   generation Yes Test reordering images, PDF generation",,
Artefacts,Artefacts,Data Migration,Legacy PR to SR (Request   for Purchase status) Yes Verify PR mapped correctly to SR Sourcing Request reference carried to   Sales Order Yes,,
Artefacts,Artefacts,Critical,SO must always link back to SR Offer reference in Quote carried to Sales   Order Yes Test quote-offer-SO connection,,
